slug,topic,title,url,source,difficulty,bucket,tracks,tags,styles,prerequisites,why_fit
graphs/matching,Graphs -> Matching,Antenna Placement,https://onlinejudge.org/external/103/10349.pdf,UVa,medium,classic,Minimum Vertex Cover,Grid Graphs | Domination,Grid Bipartization | Vertex Cover Extraction,Bipartite Graphs,Canonical grid-adjacency matching reduction.
graphs/matching,Graphs -> Matching,Machine Schedule,https://onlinejudge.org/index.php?Itemid=8&option=com_onlinejudge&page=show_problem&problem=3635,UVa,medium,classic,Bipartite Matching | Job Assignment,Scheduling,Job-Machine Bipartite Graph | Minimum Cover Intuition,Minimum Vertex Cover Intuition,Another classic assignment problem with a matching core.
graphs/matching,Graphs -> Matching,Sorting Slides,https://onlinejudge.org/external/6/663.pdf,UVa,hard,advanced,Unique Assignment,Geometry | Deduction,Forced-Edge Reasoning | Matching Plus Uniqueness,Bipartite Matching | Geometry To Graph,A harder matching problem because uniqueness of assignment matters.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Crime Wave - The Sequel,https://onlinejudge.org/external/107/10746.pdf,UVa,medium,core,Min-Cost Max-Flow | Assignment,Bipartite Matching,Assignment Model | Min-Cost Matching,Bipartite Matching | Shortest Augmenting Path,A classic costed matching problem on a bipartite graph.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Minimum Cost Flow,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_6_B,AOJ,medium,core,,Min-Cost Max-Flow | Potentials | Shortest Augmenting Path,,,Official min-cost-flow baseline.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Distinct Routes II,https://cses.fi/problemset/task/2130,CSES,hard,core,,K Routes | Path Reconstruction,,,A direct cost-minimization variant over route decompositions.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Parcel Delivery,https://cses.fi/problemset/task/2121,CSES,hard,core,,Capacitated Edges | Transport,,,Natural costed transport network formulation.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Task Assignment,https://cses.fi/problemset/task/2129,CSES,hard,core,,Assignment | Bipartite Matching | Cost Matrix,,,"Classic assignment problem, often solved as min-cost flow."
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Another Assignment Problem,https://www.spoj.com/problems/ASSIGN4,SPOJ,medium,classic,Assignment,Matching,Costed Bipartite Matching | Successive Shortest Augmenting Path,Bipartite Matching | Costed Residual Graphs,"Direct minimum-cost assignment, ideal for MCMF practice."
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Data Flow,https://onlinejudge.org/external/105/10594.pdf,UVa,hard,advanced,Capacity Planning,Latency | Throughput,Binary Search Over Time | Min-Cost Flow Feasibility,Capacity Constraints | Cost-Aware Flow,"Blends feasibility, capacity, and path cost into one MCMF model."
graphs/min-cost-flow,Graphs -> Min-Cost Flow,"Dijkstra, Dijkstra.",https://onlinejudge.org/external/108/10806.pdf,UVa,hard,advanced,Min-Cost Max-Flow | Disjoint Paths,Shortest Path,Successive Shortest Augmenting Path,Shortest Path On Residual Graph | Potentials,Classic two-disjoint-paths min-cost-flow problem.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Yet Another Assignment Problem,https://www.spoj.com/problems/ASSIGN5,SPOJ,hard,advanced,Scheduling,Assignment,Time-Expanded Scheduling | Cost Minimization,Min-Cost Flow Modeling | Job Assignment,Scheduling with costs and capacities is a richer MCMF variant.
graphs/min-cost-flow,Graphs -> Min-Cost Flow,Warehouse,https://onlinejudge.org/external/108/10888.pdf,UVa,hard,cross-topic,Grid Modeling,Grid | Movement Cost,Graph Construction From Grid | Minimum Cost Assignment,Shortest Path Distances | Min-Cost Matching,Grid movement costs map neatly to min-cost assignment.
graphs/mst,Graphs -> Minimum Spanning Tree,Minimum Spanning Tree,https://open.kattis.com/problems/minspantree,Kattis,easy,core,,Kruskal | Classic,,,A standard trusted MST practice problem.
graphs/mst,Graphs -> Minimum Spanning Tree,Built?,https://atcoder.jp/contests/abc065/tasks/arc076_b,AtCoder,medium,coordinate-mst,Geometry,Coordinate Graph | Sparse Edges,Sorting By Coordinate | Candidate Edge Pruning | Kruskal,DSU | Sorting | Greedy MST,A classic geometry-to-graph reduction before running Kruskal.
graphs/mst,Graphs -> Minimum Spanning Tree,Minimum Spanning Tree,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_2_A,AOJ,medium,kruskal,DSU,MST Sum | Weighted Graph | Kruskal | Weighted Undirected,Edge Sorting | Union-Find | Weight Accumulation,Sorting | Tree Connectivity,The canonical official MST verification problem from AOJ.
graphs/mst,Graphs -> Minimum Spanning Tree,Road Reparation,https://cses.fi/problemset/task/1675,CSES,medium,kruskal,DSU,Minimum Spanning Tree | Connectivity,Edge Sorting | DSU Merges | Component Counting,Sorting | Greedy Choice,The standard MST warm-up with a clean connectivity check.
graphs/mst,Graphs -> Minimum Spanning Tree,Minimum spanning tree for each edge,https://codeforces.com/problemset/problem/609/E,Codeforces,hard,mst-variants,,Replacement Edge | MST Variants | Binary Lifting,Kruskal Base Tree | Max-Edge Queries On Path | Replacement Reasoning,MST | LCA Or HLD | Tree Path Maximum,A strong follow-up to plain MST that asks for edge-wise replacement analysis.
graphs/mst,Graphs -> Minimum Spanning Tree,Minimum Spanning Tree,https://judge.yosupo.jp/problem/minimum_spanning_tree,Library Checker,medium,mst-verification,,Sparse Graph | DSU | Verify,Kruskal Template | Edge Index Handling | DSU,MST Basics | DSU | Weighted Edges,A clean judge problem for checking a production-ready MST implementation.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Coin Collector,https://cses.fi/problemset/task/1686,CSES,hard,condensation-dag,DAG DP,SCC Condensation | DP On DAG | Weighted Nodes | Max Path Weight,SCC Compression | Post-Order DP | Component Aggregation,SCC | Component Weights,A strong SCC-to-DAG condensation problem with a useful optimization layer.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Game Routes,https://cses.fi/problemset/task/1681,CSES,medium,dag-dp,DAG DP,Path Counting | Topological Order | Mod Arithmetic,Topo-Based DP | Path Counts | Mod Arithmetic,Topological Sort | DP On Dags | Modular Arithmetic,A classic DAG dynamic programming problem that depends on a topological order.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Longest Flight Route,https://cses.fi/problemset/task/1680,CSES,medium,dag-longest-path,DAG DP,Longest Path | Topological Order | Path Reconstruction,Topo-Based DP | Parent Reconstruction | Reachability Filtering,Topological Sort | Path Recovery,A very clean longest-path-in-DAG template with route reconstruction.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Course Schedule II,https://cses.fi/problemset/task/1757,CSES,medium,lexicographic-topo,Lexicographic,Lexicographic Order | Topological Sort | Directed Acyclic Graph | Lexicographic Topo | DAG | Ordering,Priority-Queue Kahn | Smallest Available Node | Deterministic Order,Topological Sort | Priority Queue | Directed Acyclic Graphs,Variant with a stronger ordering requirement.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Strongly Connected Components,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_3_C,AOJ,medium,scc-basics,,Mutual Reachability | Tarjan | Kosaraju | Component Queries,Kosaraju | Tarjan | Component Ids,DFS | Directed Graphs | Stack Order,The official SCC fundamentals problem from AOJ.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Planets and Kingdoms,https://cses.fi/problemset/task/1683,CSES,medium,scc-labeling,Condensation,SCC Labels | Kingdoms | Directed Graph | Strongly Connected Components | Labels,Kosaraju Or Tarjan | Component Numbering | Condensation DAG,SCC | DFS | Component Compression,The standard SCC labeling problem in a contest-friendly format.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Flight Routes Check,https://cses.fi/problemset/task/1682,CSES,medium,strong-connectivity,Reachability,Strong Connectivity | Constructive Counterexample,SCC Decomposition | Condensation Reasoning | Counterexample Extraction,SCC | DFS,A pure strong-connectivity check with a useful constructive witness if it fails.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Course Schedule,https://cses.fi/problemset/task/1679,CSES,easy,topological-sort,DAG,Topological Sort | Prerequisites | Ordering | Kahn,Kahn Queue | In-Degree Tracking | Valid Order Output,Directed Graphs | In-Degree | Queues,The simplest topological-ordering template with a clear feasibility check.
graphs/scc-toposort,Graphs -> Topological Sort And SCC,Topological Sort,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_4_B,AOJ,medium,topological-sort,DFS,DAG | Ordering | Directed Graph | Kahn,DFS Finish Order | Stack Reversal | DAG Validation,Directed Graphs | Finish Times,The official graph-library style topological sort problem.
graphs/shortest-paths,Graphs -> Shortest Paths,Shortest Routes II,https://cses.fi/problemset/task/1672,CSES,medium,all-pairs-dp,APSP,All-Pairs Shortest Path | Floyd-Warshall | All-Pairs | Undirected Weighted,Floyd-Warshall | Dense-Graph DP | Distance Matrix,Matrix DP | Transitive Relaxation | INF Handling,Dense-graph shortest paths with repeated queries.
graphs/shortest-paths,Graphs -> Shortest Paths,バスと避けられない運命,https://atcoder.jp/contests/abc012/tasks/abc012_4,AtCoder,hard,all-pairs-shortest-paths,APSP,Floyd-Warshall | Graph Center | Minimax Distance,All-Pairs DP | Radius Minimization | Dense Graph Reasoning,Floyd-Warshall | Graph Distances | Minimax Thinking,A modeling-heavy shortest-path problem where the answer is a graph center.
graphs/shortest-paths,Graphs -> Shortest Paths,Dijkstra?,https://codeforces.com/problemset/problem/20/C,Codeforces,medium,classic-dijkstra,Dijkstra,Weighted Graph | Shortest Route | Path Reconstruction,Priority Queue Dijkstra | Parent Pointers | Simple Path Output,Priority Queue | Weighted Graphs | Path Recovery,The iconic shortest-path path-reconstruction problem every graph learner should know.
graphs/shortest-paths,Graphs -> Shortest Paths,Shortest Routes I,https://cses.fi/problemset/task/1671,CSES,easy,dijkstra,Dijkstra,Single-Source Shortest Path | Weighted Digraph | Priority Queue | Single-Source | Directed Weighted,Priority Queue Relaxation | Distance Array | Outdated-State Skipping,Weighted Graphs | Priority Queues | Adjacency Lists,Straight Dijkstra baseline from one source.
graphs/shortest-paths,Graphs -> Shortest Paths,Investigation,https://cses.fi/problemset/task/1202,CSES,medium,dijkstra-plus-counting,Dijkstra,Count Shortest Paths | Min/Max Edges | Mod Arithmetic | Counts | Min/Max Hops,Augmented Relaxations | Path Counting | Tie Handling,Modular Arithmetic | Shortest-Path DAG Intuition,Shortest paths plus route counting and hop-range metadata.
graphs/shortest-paths,Graphs -> Shortest Paths,Flight Discount,https://cses.fi/problemset/task/1195,CSES,medium,layered-dijkstra,Dijkstra,One-Time Discount | Layered Graph | Stateful Shortest Path | State Expansion,Two-State Dijkstra | Forward And Reverse Distances | Coupon Use,State Expansion | Graph Modeling,Shortest path with one special edge-use state.
graphs/shortest-paths,Graphs -> Shortest Paths,High Score,https://cses.fi/problemset/task/1673,CSES,hard,negative-cycle-handling,Bellman-Ford,Negative Cycles | Maximum Path | Cycle Detection | Longest Path Transform,Bellman-Ford | Cycle Reachability | Score Inversion,Negative Weights | Reachability,A classic transformation from maximum-score routing to negative-cycle detection.
graphs/shortest-paths,Graphs -> Shortest Paths,Cycle Finding,https://cses.fi/problemset/task/1197,CSES,hard,negative-cycle-witness,Bellman-Ford,Negative Cycle | Witness Cycle | Directed Graph | Cycle Reconstruction,Bellman-Ford Witness Extraction | Parent Recovery | Cycle Backtracking,Parent Pointers | Negative Edges,Canonical negative-cycle detection and extraction problem.
graphs/shortest-paths,Graphs -> Shortest Paths,Shortest Path,https://judge.yosupo.jp/problem/shortest_path,Library Checker,medium,path-restoration,Path Reconstruction,Weighted Digraph | Route Output | Dijkstra,Distance Predecessor Arrays | Path Rebuilding | Single-Source SSSP,Dijkstra | Parent Recovery | Directed Graphs,A very clean verification-style shortest path problem with route restoration.
graphs/tree-dp,Graphs -> Tree DP,Choosing Capital for Treeland,https://codeforces.com/problemset/problem/219/D,Codeforces,medium,core,Rerooting | Tree DP On Directed Edges,Directed Tree,One Reroot Pass | Edge-Cost Delta,Tree Traversal | Edge Orientation Counts,Re-rooting the tree changes the inversion count by one edge at a time.
graphs/tree-dp,Graphs -> Tree DP,Tree Distances I,https://cses.fi/problemset/task/1132,CSES,medium,core,Rerooting,Distance,Two DFS Passes | Diameter Endpoints,Tree Diameter Intuition | Distance Propagation,Standard rerooting practice for maximum distance from every node.
graphs/tree-dp,Graphs -> Tree DP,Tree Distances II,https://cses.fi/problemset/task/1133,CSES,hard,core,Rerooting,Distance Sums | Sum Of Distances,Subtree Sums | Rerooting Formulas,Subtree Sizes | Distance Sum Identities,Classic rerooting DP on trees.
graphs/tree-dp,Graphs -> Tree DP,Independent Set,https://atcoder.jp/contests/dp/tasks/dp_p,AtCoder DP Contest,medium,classic,Coloring DP,Mod Arithmetic,Bottom-Up DFS | Two-State DP,Rooted Tree | State Design | Modular Arithmetic,Canonical tree DP where each node keeps take/skip states.
graphs/tree-dp,Graphs -> Tree DP,Tree Matching,https://cses.fi/problemset/task/1130,CSES,medium,classic,Matching On Trees,Matching | Matching DP | States,Postorder DFS | Local State Merge,Rooted Tree DP | Independent-Edge Choices,Classic tree DP for maximum matching on a tree.
graphs/tree-dp,Graphs -> Tree DP,Subtree,https://atcoder.jp/contests/dp/tasks/dp_v,AtCoder DP Contest,hard,advanced,Rerooting,Mod Arithmetic | Mod DP | Rooted Tree | Independent Set,Prefix/Suffix Rerooting | Subtree Products,Rooted Tree | Subtree Aggregation | Modular Arithmetic,The go-to rerooting pattern for answering every root.
graphs/tree-dp,Graphs -> Tree DP,Zero Tree,https://codeforces.com/problemset/problem/274/B,Codeforces,hard,advanced,Difference Accumulation,Greedy,Postorder Balancing | Sign-Aware Subtree Merge,Rooted Tree | Subtree Contributions,A strong tree DP where subtree balances determine the answer.
graphs/trees,Graphs -> Trees,Diameter of a Tree,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_5_A,AOJ,easy,core,,Tree Diameter | DFS | Weighted Tree,,,Very clean tree baseline problem.
graphs/trees,Graphs -> Trees,Finding a Centroid,https://cses.fi/problemset/task/2079,CSES,medium,centroid,Subtree Sizes | Centroid,Balance | DFS,Size DFS | Balance Check | Candidate Descent,DFS | Tree Balance,A compact tree problem that reinforces subtree-size reasoning.
graphs/trees,Graphs -> Trees,Distinct Colors,https://cses.fi/problemset/task/1139,CSES,hard,dsu-on-tree,DSU On Tree | Subtrees,Distinct Values | Subtree Aggregation | Small-To-Large,Small-To-Large Merging | Subtree Frequency Maps | Offline Aggregation,Tree Traversal | Frequency Maps | Subtree Processing,A strong subtree-aggregation problem that rewards a nontrivial tree technique.
graphs/trees,Graphs -> Trees,Subtree Queries,https://cses.fi/problemset/task/1137,CSES,medium,euler-tour-bit,Euler Tour | Fenwick,Subtree Sum | Updates,Flatten Tree | Fenwick Tree | Range Sum Queries,Fenwick Tree | Subtree Intervals,A canonical tree-to-array reduction for subtree updates and queries.
graphs/trees,Graphs -> Trees,Tree Distances I,https://cses.fi/problemset/task/1132,CSES,medium,rerooting-dp,Rerooting | Distances,Eccentricity | Distance Propagation | Tree DP,Two-Pass DP | Downward And Upward Values | Distance Maxima,Tree DP | DFS | Rerooting Idea,Per-node farthest-distance computation on a tree.
graphs/trees,Graphs -> Trees,Tree Distances II,https://cses.fi/problemset/task/1133,CSES,medium,rerooting-sums,Rerooting | Sums,Sum Of Distances | Tree DP,Subtree DP | Reroot Transition | Sum Aggregation,Tree DP | Prefix Sums On Trees,A classic rerooting problem where each node needs an aggregate over the whole tree.
graphs/trees,Graphs -> Trees,Path Queries,https://cses.fi/problemset/task/1138,CSES,medium,root-path-queries,Euler Tour | Fenwick,Root Path Sum | Updates | Tree Flattening,Euler Tour | Fenwick Tree | Prefix-On-Tree,Tree Flattening | Fenwick Tree | Rooted Tree,Pairs a tree traversal with range data structures in a very reusable way.
graphs/trees,Graphs -> Trees,Subordinates,https://cses.fi/problemset/task/1674,CSES,easy,subtree-sizes,DFS | Subtree Sizes,Subtree Size | Rooted Tree | Counting,Postorder DFS | Size Accumulation | Rooted Traversal,Tree Traversal | Parent-Child Relation,A very approachable rooted-tree problem that builds subtree intuition.
graphs/trees,Graphs -> Trees,Tree Diameter,https://cses.fi/problemset/task/1131,CSES,easy,tree-diameter,DFS | Diameter,Two BFS | Longest Path,Double Sweep | DFS/BFS Diameter | Farthest Node,Tree Basics | Graph Traversal | Distance Intuition,The classic tree diameter pattern that every tree toolkit should contain.
graphs/trees,Graphs -> Trees,Tree Matching,https://cses.fi/problemset/task/1130,CSES,medium,tree-dp,Tree DP | Greedy,Matching | Independent Edges | Independent Edge Set,Bottom-Up DP | Leaf Processing | Pairing Choices,DFS | Greedy Reasoning,A concise introduction to optimizing choices on trees.
graphs/two-sat,Graphs -> Two-SAT,Two SAT,https://judge.yosupo.jp/problem/two_sat,Library Checker,medium,warm-up,2-SAT,Implication Graph | SCC | Assignment Extraction,Implication Graph | SCC Check | Witness Recovery,SCC | Directed Graphs | Boolean Variables,The cleanest exact verifier for a reusable 2-SAT starter.
graphs/two-sat,Graphs -> Two-SAT,Giant Pizza,https://cses.fi/problemset/task/1684,CSES,medium,core,2-SAT | Assignment,Implication Graph | Clause Modeling | SCC | Witness,Clause Rewrite | Implication Graph | Assignment Extraction,SCC | Literal Encoding | Boolean Modeling,The cleanest contest-format 2-SAT modeling problem with one recovered assignment.
graphs/two-sat,Graphs -> Two-SAT,Wedding,https://onlinejudge.org/external/112/11294.pdf,UVa,medium,classic,2-SAT | Classic,Seating Constraints | Implication Graph,Boolean Modeling | Complement Pairs | SCC Assignment,2-SAT Basics | SCC | Logical Modeling,A classic 2-SAT reduction where statement semantics matter more than SCC code.
graphs/two-sat,Graphs -> Two-SAT,The Door Problem,https://codeforces.com/problemset/problem/776/D,Codeforces,hard,stretch,2-SAT | Modeling,Boolean Constraints | Parity-Like Modeling | Assignment,Constraint Reframing | Implication Graph | Witness Recovery,2-SAT Basics | Clause Rewriting | SCC,A strong next step once the implication-graph route itself is trusted.
greedy/prefix-constraints,Greedy -> Prefix Constraints,Lemonade Line,https://usaco.org/index.php?cpid=835&page=viewproblem2,USACO 2018 US Open Silver,easy-medium,core,,Sort+Greedy | Threshold,,,keep a valid prefix by descending willingness
greedy/prefix-constraints,Greedy -> Prefix Constraints,Two Binary Strings,https://codeforces.com/problemset/problem/1861/B,Codeforces,easy,binary-construction,Construction,Binary-Strings | Prefix-Conditions,Greedy-Construction,String Scanning | Invariants,A constructive greedy where valid prefixes constrain how the final string can be assembled.
greedy/prefix-constraints,Greedy -> Prefix Constraints,Prefix Min and Suffix Max,https://codeforces.com/problemset/problem/2123/C,Codeforces,easy,extremal-constraints,Prefix-Extrema,Prefix-Min | Suffix-Max,Greedy-Check,Suffix Extrema,A nice prefix/suffix constraint problem that rewards tracking the right extrema at the right time.
greedy/prefix-constraints,Greedy -> Prefix Constraints,Prefix Max,https://codeforces.com/problemset/problem/2185/B,Codeforces,easy,prefix-extrema,Prefix-Extrema,Prefix-Max | Arrays,Greedy-Check,Prefix Maxima | Comparisons,A crisp prefix-max problem where the greedy invariant is both simple and central.
greedy/prefix-constraints,Greedy -> Prefix Constraints,Prefix Sum Addicts,https://codeforces.com/problemset/problem/1738/B,Codeforces,easy,prefix-feasibility,Prefix-Feasibility,Prefix-Sum | Construction,Greedy-Check,Prefix Sums | Parity Reasoning,"The prefix-sum structure is the whole problem, so it is a nice fit for prefix-constrained greedy reasoning."
greedy/prefix-constraints,Greedy -> Prefix Constraints,Keep it Beautiful,https://codeforces.com/problemset/problem/1841/B,Codeforces,easy,prefix-monotonicity,Stateful-Greedy,Binary-Array,Greedy-Check,Sequence Invariants | Two-State Logic,A good example of maintaining a global prefix condition while processing the sequence online.
greedy/prefix-constraints,Greedy -> Prefix Constraints,Remove Prefix,https://codeforces.com/problemset/problem/1714/B,Codeforces,easy,prefix-trimming,Prefix-Invariant,Construction,Greedy-Check,Arrays | Set Membership,A very direct prefix-invariant greedy where the answer is determined by the first repeated prefix pattern.
greedy/prefix-constraints,Greedy -> Prefix Constraints,Binary Removals,https://codeforces.com/problemset/problem/1499/B,Codeforces,easy,structured-prefix-cleanup,Prefix-Structure,Binary-String,Greedy-Check,String Scanning | Prefix/Suffix Reasoning,A compact prefix-constraint problem where the feasibility check is driven by a simple greedy invariant.
math/chinese-remainder,Math -> Chinese Remainder And Linear Congruences,General Chinese Remainder,https://open.kattis.com/problems/generalchineseremainder,Kattis,medium,core,Congruence Systems,Chinese Remainder Theorem | Extended Euclid | Non-Coprime Moduli,Math | Implementation,GCD | Extended Euclid | Modular Arithmetic,The cleanest first rep for non-coprime congruence merges with an explicit no-solution branch.
math/chinese-remainder,Math -> Chinese Remainder And Linear Congruences,System of Linear Congruence,https://judge.yosupo.jp/problem/system_of_linear_congruence,Library Checker,medium,stretch,Congruence Systems,Chinese Remainder Theorem | Linear Congruence | Extended Euclid,Math | Implementation,Extended Euclid | Congruence Merging,A direct benchmark for solving and merging full congruence systems after the two-modulus route is trusted.
math/fft,Math -> FFT And NTT,Convolution,https://atcoder.jp/contests/practice2/tasks/practice2_f,AtCoder,easy,core,Convolution | NTT | Polynomial Multiplication,Number Theoretic Transform | Acl,Implementation | Math,Polynomial Convolution | Roots Of Unity,The cleanest official practice problem for plain convolution under a prime modulus.
math/fft,Math -> FFT And NTT,Convolution,https://judge.yosupo.jp/problem/convolution,Library Checker,easy-medium,core,Polynomial Multiplication | NTT,Convolution | 998244353,,,The standard NTT/convolution benchmark.
math/fft,Math -> FFT And NTT,Convolution Mod,https://judge.yosupo.jp/problem/convolution_mod,Library Checker,medium,core,Polynomial Multiplication | NTT,Mod Convolution | NTT-Friendly | Formal Power Series,,,Same core idea but in the Library Checker format.
math/fft,Math -> FFT And NTT,Fast Fourier Transform,https://atcoder.jp/contests/atc001/tasks/fft_c,AtCoder,medium,core,Convolution,Signal Processing,Math | Implementation,Complex Numbers | Polynomial Multiplication,The canonical introductory FFT task and a very natural first heavy-convolution problem.
math/fft,Math -> FFT And NTT,Divisor Set,https://codeforces.com/problemset/problem/1257/g,Codeforces,hard,stretch,Number Theory,Divisors,Math | Divide-And-Conquer,Convolution | Divisor Structure,A strong FFT-adjacent number theory problem where convolution appears inside a divisor lattice.
math/fft,Math -> FFT And NTT,Function Sum,https://codeforces.com/problemset/problem/1731/F,Codeforces,hard,stretch,Combinatorics,Generating Functions,Combinatorics | Math,FFT | Generating Functions,A more advanced combinatorial setting where convolution is the right language.
math/fft,Math -> FFT And NTT,Substring Search,https://codeforces.com/problemset/problem/1334/G,Codeforces,hard,stretch,Strings,Substring Matching | Bitmasks,Strings | Convolution,FFT Matching Ideas | String Hashing Basics,A challenging string task that benefits from efficient batch correlation.
math/fft,Math -> FFT And NTT,Yet Another String Matching Problem,https://codeforces.com/contest/954/problem/I,Codeforces,hard,stretch,String-Matching,Pattern Matching,Strings | Convolution,FFT-Based Matching | Alphabet Encoding,"A classic FFT-powered string matching problem with a memorable, reusable trick."
math/game-theory,Math -> Game Theory / Sprague-Grundy,S-Nim,https://open.kattis.com/problems/snim,Kattis,medium,core,Sprague-Grundy,Subtraction-Game | Nim-Sum,Math | Implementation,Impartial Game | Mex | XOR,The cleanest exact starter route where one subtraction-game Grundy table is reused across many multi-heap positions.
math/game-theory,Math -> Game Theory / Sprague-Grundy,Nim Game II,https://cses.fi/problemset/task/1098,CSES,medium,stretch,Sprague-Grundy | Multi-Heap Games,Nim-Sum | Pattern | Subtraction-Game,Math | Observation,XOR,"A strong follow-up where the SG values collapse to a short pattern, so the contest solution is theorem plus simplification rather than a full table."
math/game-theory,Math -> Game Theory / Sprague-Grundy,Dividing Game,https://atcoder.jp/contests/abc368/tasks/abc368_f,AtCoder,hard,challenge,Number Theory,Sprague-Grundy | Prime-Factor-Count | Independent-Heaps,Math | Observation,Sprague-Grundy | Prime Factorization,A challenge compare point where the heap nimber is recognized through arithmetic structure instead of direct DP over all states.
math/game-theory,Math -> Game Theory / Sprague-Grundy,Stick Game,https://cses.fi/problemset/task/1729,CSES,medium,bridge,Single-Heap Games | Sprague-Grundy,Winning-Losing-DP | Subtraction-Game | Mex,Math | Dynamic Programming,Impartial Game | State DP,The simplest compare point where SG precompute starts on one heap before xor across heaps matters.
math/gcd-lcm,Math -> GCD And LCM,Calculate GCD,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_o,AtCoder,easy,core,Euclid,GCD | Euclid,Implementation,Euclid's Algorithm,The simplest gcd-only exercise and a good starting point for the track.
math/gcd-lcm,Math -> GCD And LCM,Greatest Common Divisor of N Integers,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_p,AtCoder,easy,core,Euclid,GCD | Reduce,Implementation,Euclid's Algorithm,Shows how gcd scales from pairs to arrays without adding extra theory.
math/gcd-lcm,Math -> GCD And LCM,Least Common Multiple of N Integers,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_q,AtCoder,easy,core,Overflow-Safety,LCM | GCD | Overflow,Implementation,GCD | Safe Multiplication,A direct lcm task that reinforces the gcd-based formula and overflow control.
math/gcd-lcm,Math -> GCD And LCM,GCD and LCM,https://open.kattis.com/problems/gcdandlcm,Kattis,easy-medium,core,,GCD Formula | LCM Formula | Integer Arithmetic,,,Straightforward gcd/lcm arithmetic practice.
math/gcd-lcm,Math -> GCD And LCM,GCD Pairs,https://open.kattis.com/problems/gcdpairs,Kattis,medium,core,GCD Counting | Mobius,Pair Counting | Divisors | Coprime,,,Uses gcd counting ideas at a pair-of-values level.
math/gcd-lcm,Math -> GCD And LCM,GCD on Blackboard,https://atcoder.jp/contests/abc125/tasks/abc125_c,AtCoder,medium,core,Prefix/Suffix GCD,Remove-One | GCD Array | Prefix Suffix,,,Classic one-removal gcd optimization.
math/gcd-lcm,Math -> GCD And LCM,Orac and LCM,https://codeforces.com/contest/1349/problem/A,Codeforces,medium,core,Number Theory,GCD | LCM | Prime Exponents,Math | Implementation,Prime Factorization | GCD/LCM Identities,A classic pairwise-lcm/gcd identity problem and a strong conceptual checkpoint.
math/gcd-lcm,Math -> GCD And LCM,GCD Harmony,https://open.kattis.com/problems/gcdharmony,Kattis,hard,core,GCD Constraints | Optimization,GCD Reasoning | Integer Transform | Number Theory,,,A deeper gcd-flavored optimization problem.
math/gcd-lcm,Math -> GCD And LCM,Common Divisors,https://cses.fi/problemset/task/1081,CSES,medium,practice,Frequency-Ideas | Divisibility,GCD | Divisor Frequency | Maximum GCD | Frequency Over Divisors | Array GCD,Number Theory,GCD | Divisor Counting,Directly about maximizing gcd structure in an array.
math/gcd-lcm,Math -> GCD And LCM,LCM on Whiteboard,https://atcoder.jp/contests/abc259/tasks/abc259_e,AtCoder,medium,practice,Prime-Factorization,LCM | Prime Exponents | Set Cover,Number Theory | Implementation,LCM Via Maximum Exponents,A richer lcm problem that rewards exponent-level reasoning across many numbers.
math/gcd-lcm,Math -> GCD And LCM,Large LCM,https://atcoder.jp/contests/typical90/tasks/typical90_al,AtCoder,medium,practice,Overflow-Safety,LCM | Overflow | Large Integers,Implementation | Math,GCD | Overflow-Safe Arithmetic,A standard large-lcm variation where the answer must be capped safely.
math/linear-recurrence,Math -> Linear Recurrence And Matrix Exponentiation,Fibonacci Numbers,https://cses.fi/problemset/task/1722,CSES,medium,core,Matrix/Recurrence,Matrix Exponentiation | Fibonacci | Fast Doubling Compare,Math | Implementation,Binary Exponentiation | Modular Arithmetic,The smallest exact recurrence-lifting example and the cleanest compare point against fast doubling.
math/linear-recurrence,Math -> Linear Recurrence And Matrix Exponentiation,Throwing Dice,https://cses.fi/problemset/task/1096,CSES,medium,core,DP/Recurrences,Matrix Exponentiation | Companion Matrix | Mod Arithmetic,Dynamic Programming | Math,Basic DP | Modular Arithmetic,A fixed-width order-6 recurrence where huge n turns an ordinary DP into a companion-matrix route.
